i,j,x,r,B_x,B_r,rAp,Bmag,Jmag,zero
1,1,0.0001,0.0001,0.03733421,-0.00000267,0,0.03733421,0,0
1,2,0.0001,0.0003,0.03735314,-0.0000088,0.00000001,0.037353141,0,0
1,3,0.0001,0.0005,0.03739127,-0.00002081,0.00000003,0.037391276,0,0
1,4,0.0001,0.0007,0.037449,-0.00003492,0.00000006,0.037449016,0,0
1,5,0.0001,0.0009,0.03751891,-0.0000544,0.0000001,0.037518949,0,0
1,6,0.0001,0.0011,0.03760336,-0.00008238,0.00000014,0.03760345,0,0
1,7,0.0001,0.0013,0.03770993,-0.00011336,0.0000002,0.0377101,0,0
1,8,0.0001,0.0015,0.03782964,-0.00015161,0.00000027,0.037829944,0,0
1,9,0.0001,0.0017,0.03795886,-0.0001985,0.00000034,0.037959379,0,0
1,10,0.0001,0.0019,0.03810911,-0.00026194,0.00000043,0.03811001,0,0
1,11,0.0001,0.0021,0.03826922,-0.00032684,0.00000052,0.038270616,0,0
1,12,0.0001,0.0023,0.03842346,-0.00040043,0.00000063,0.038425546,0,0
1,13,0.0001,0.0025,0.03859522,-0.00052908,0.00000075,0.038598846,0,0
1,14,0.0001,0.0027,0.03879611,-0.0006524,0.00000087,0.038801595,0,0
1,15,0.0001,0.0029,0.03896276,-0.00076528,0.00000101,0.038970275,0,0
1,16,0.0001,0.0031,0.03914117,-0.00088306,0.00000116,0.03915113,0,0
1,17,0.0001,0.0033,0.03933587,-0.00101054,0.00000132,0.039348848,0,0
1,18,0.0001,0.0035,0.03951118,-0.00113685,0.00000148,0.039527532,0,0
1,19,0.0001,0.0037,0.03968646,-0.00129342,0.00000166,0.039707531,0,0
1,20,0.0001,0.0039,0.03986169,-0.00148694,0.00000185,0.039889414,0,0
1,21,0.0001,0.0041,0.04003691,-0.00168045,0.00000206,0.040072161,0,0
1,22,0.0001,0.0043,0.04021214,-0.00187397,0.00000227,0.040255782,0,0
1,23,0.0001,0.0045,0.04038886,-0.00206919,0.00000249,0.040441829,0,0
1,24,0.0001,0.0047,0.04061044,-0.00231961,0.00000272,0.040676632,0,0
1,25,0.0001,0.0049,0.04083202,-0.00257003,0.00000297,0.040912821,0,0
1,26,0.0001,0.0051,0.04107622,-0.00281281,0.00000322,0.041172415,0,0
1,27,0.0001,0.0053,0.04134467,-0.00304741,0.00000349,0.041456826,0,0
1,28,0.0001,0.0055,0.04161067,-0.00328081,0.00000377,0.041739808,0,0
1,29,0.0001,0.0057,0.04184181,-0.00349715,0.00000407,0.041987702,0,0
1,30,0.0001,0.0059,0.04207295,-0.00371349,0.00000439,0.042236514,0,0
1,31,0.0001,0.0061,0.04226959,-0.00394817,0.0000047,0.042453578,0,0
1,32,0.0001,0.0063,0.04237955,-0.00422891,0.00000503,0.042590022,0,0
1,33,0.0001,0.0065,0.04248951,-0.00450965,0.00000536,0.042728157,0,0
1,34,0.0001,0.0067,0.04259947,-0.00479039,0.0000057,0.042867968,0,0
1,35,0.0001,0.0069,0.04279759,-0.00499329,0.00000608,0.043087895,0,0
1,36,0.0001,0.0071,0.04301437,-0.00517973,0.00000646,0.043325115,0,0
1,37,0.0001,0.0073,0.04322256,-0.00549123,0.00000686,0.043569982,0,0
1,38,0.0001,0.0075,0.0434292,-0.00582536,0.00000727,0.04381815,0,0
1,39,0.0001,0.0077,0.04363584,-0.00615949,0.00000769,0.044068422,0,0
1,40,0.0001,0.0079,0.04384248,-0.00649362,0.00000812,0.044320764,0,0
1,41,0.0001,0.0081,0.04403453,-0.00680005,0.00000856,0.044556487,0,0
1,42,0.0001,0.0083,0.04421894,-0.00709198,0.000009,0.044784047,0,0
1,43,0.0001,0.0085,0.04440335,-0.00738391,0.00000945,0.045013105,0,0
1,44,0.0001,0.0087,0.04450815,-0.00775256,0.00000992,0.045178287,0,0
1,45,0.0001,0.0089,0.04457437,-0.00815838,0.00001041,0.045314828,0,0
1,46,0.0001,0.0091,0.04471687,-0.00859779,0.00001092,0.045535925,0,0
1,47,0.0001,0.0093,0.04487524,-0.0090442,0.00001145,0.045777557,0,0
1,48,0.0001,0.0095,0.0450336,-0.0094906,0.00001198,0.046022784,0,0
1,49,0.0001,0.0097,0.04523442,-0.009954,0.00001253,0.04631668,0,0
1,50,0.0001,0.0099,0.04554107,-0.01045976,0.00001309,0.046726819,0,0
1,51,0.0001,0.0101,0.04584772,-0.01096552,0.00001366,0.047140811,0,0
1,52,0.0001,0.0103,0.04615436,-0.01147127,0.00001425,0.047558543,0,0
1,53,0.0001,0.0105,0.04646101,-0.01197703,0.00001484,0.047979941,0,0
1,54,0.0001,0.0107,0.04678177,-0.01246021,0.00001546,0.048412714,0,0
1,55,0.0001,0.0109,0.04714621,-0.01287349,0.0000161,0.048872199,0,0
1,56,0.0001,0.0111,0.04754863,-0.01357049,0.0000168,0.049447249,0,0
1,57,0.0001,0.0113,0.04769722,-0.0142114,0.00001746,0.049769355,0,0
1,58,0.0001,0.0115,0.04784581,-0.01485231,0.00001813,0.05009803,0,0
1,59,0.0001,0.0117,0.04799439,-0.01549322,0.00001881,0.050433137,0,0
1,60,0.0001,0.0119,0.04814298,-0.01613413,0.00001951,0.050774567,0,0
1,61,0.0001,0.0121,0.04829157,-0.01677504,0.00002021,0.051122184,0,0
1,62,0.0001,0.0123,0.04865452,-0.01776526,0.000021,0.051796397,0,0
1,63,0.0001,0.0125,0.04905677,-0.01881953,0.00002183,0.052542758,0,0
1,64,0.0001,0.0127,0.04938954,-0.01984527,0.00002264,0.05322745,0,0
1,65,0.0001,0.0129,0.04926055,-0.02068143,0.00002337,0.053425868,0,0
1,66,0.0001,0.0131,0.04913156,-0.02151759,0.00002411,0.053636898,0,0
1,67,0.0001,0.0133,0.04900257,-0.02235375,0.00002486,0.053860394,0,0
1,68,0.0001,0.0135,0.04879083,-0.02340113,0.00002568,0.054112457,0,0
1,69,0.0001,0.0137,0.04851088,-0.02462259,0.00002657,0.054401998,0,0
1,70,0.0001,0.0139,0.04823094,-0.02584405,0.00002748,0.054718722,0,0
2,1,0.0003,0.0001,0.03732134,0.00000836,0,0.037321341,0,0
2,2,0.0003,0.0003,0.03734799,0.00002002,0.00000001,0.037347995,0,0
2,3,0.0003,0.0005,0.03738946,0.00003063,0.00000003,0.037389473,0,0
2,4,0.0003,0.0007,0.03745674,0.00003274,0.00000006,0.037456754,0,0
2,5,0.0003,0.0009,0.03753914,0.00002687,0.0000001,0.03753915,0,0
2,6,0.0003,0.0011,0.03762728,0.00001824,0.00000014,0.037627284,0,0
2,7,0.0003,0.0013,0.03773652,-0.00000287,0.0000002,0.03773652,0,0
2,8,0.0003,0.0015,0.03787806,-0.00001835,0.00000027,0.037878064,0,0
2,9,0.0003,0.0017,0.03802267,-0.0000635,0.00000034,0.038022723,0,0
2,10,0.0003,0.0019,0.03817471,-0.00010261,0.00000043,0.038174848,0,0
2,11,0.0003,0.0021,0.03836065,-0.00014521,0.00000052,0.038360925,0,0
2,12,0.0003,0.0023,0.03855141,-0.00023869,0.00000063,0.038552149,0,0
2,13,0.0003,0.0025,0.03873653,-0.00032944,0.00000075,0.038737931,0,0
2,14,0.0003,0.0027,0.03895873,-0.00042233,0.00000087,0.038961019,0,0
2,15,0.0003,0.0029,0.03914782,-0.00055038,0.00000101,0.039151689,0,0
2,16,0.0003,0.0031,0.03934198,-0.00067324,0.00000116,0.03934774,0,0
2,17,0.0003,0.0033,0.03955154,-0.00080163,0.00000132,0.039559663,0,0
2,18,0.0003,0.0035,0.03975473,-0.00092963,0.00000149,0.039765598,0,0
2,19,0.0003,0.0037,0.03993,-0.00109036,0.00000167,0.039944884,0,0
2,20,0.0003,0.0039,0.04010556,-0.00128386,0.00000186,0.040126104,0,0
2,21,0.0003,0.0041,0.04030871,-0.00147638,0.00000206,0.040335738,0,0
2,22,0.0003,0.0043,0.04051186,-0.0016689,0.00000227,0.040546221,0,0
2,23,0.0003,0.0045,0.04072672,-0.001902,0.0000025,0.040771109,0,0
2,24,0.0003,0.0047,0.04095542,-0.00218088,0.00000274,0.041013445,0,0
2,25,0.0003,0.0049,0.041177,-0.0024313,0.00000298,0.041248716,0,0
2,26,0.0003,0.0051,0.04142545,-0.00267265,0.00000324,0.041511576,0,0
2,27,0.0003,0.0053,0.0416939,-0.00290725,0.00000351,0.041795136,0,0
2,28,0.0003,0.0055,0.04192968,-0.00312586,0.0000038,0.042046035,0,0
2,29,0.0003,0.0057,0.04216082,-0.0033422,0.0000041,0.042293085,0,0
2,30,0.0003,0.0059,0.04239196,-0.00355854,0.00000441,0.042541056,0,0
2,31,0.0003,0.0061,0.04262311,-0.00377488,0.00000473,0.042789943,0,0
2,32,0.0003,0.0063,0.04277653,-0.00403252,0.00000506,0.042966181,0,0
2,33,0.0003,0.0065,0.04288648,-0.00431327,0.00000539,0.043102836,0,0
2,34,0.0003,0.0067,0.04302242,-0.00457107,0.00000574,0.043264573,0,0
2,35,0.0003,0.0069,0.04323919,-0.00475751,0.00000612,0.043500132,0,0
2,36,0.0003,0.0071,0.04345597,-0.00494395,0.00000651,0.0437363,0,0
2,37,0.0003,0.0073,0.04367144,-0.00514935,0.00000691,0.043973975,0,0
2,38,0.0003,0.0075,0.04387808,-0.00548348,0.00000732,0.04421939,0,0
2,39,0.0003,0.0077,0.04408472,-0.00581761,0.00000774,0.044466922,0,0
2,40,0.0003,0.0079,0.04429136,-0.00615174,0.00000817,0.044716535,0,0
2,41,0.0003,0.0081,0.044498,-0.00648587,0.00000861,0.044968194,0,0
2,42,0.0003,0.0083,0.04470464,-0.00682,0.00000907,0.045221867,0,0
2,43,0.0003,0.0085,0.04491128,-0.00715413,0.00000953,0.045477518,0,0
2,44,0.0003,0.0087,0.04509119,-0.00754182,0.00001001,0.045717551,0,0
2,45,0.0003,0.0089,0.04524956,-0.00798822,0.00001052,0.045949258,0,0
2,46,0.0003,0.0091,0.04540793,-0.00843463,0.00001104,0.046184663,0,0
2,47,0.0003,0.0093,0.04556629,-0.00888103,0.00001156,0.046423695,0,0
2,48,0.0003,0.0095,0.04572466,-0.00932744,0.0000121,0.046666323,0,0
2,49,0.0003,0.0097,0.04594013,-0.0097967,0.00001265,0.046973087,0,0
2,50,0.0003,0.0099,0.04624678,-0.01030246,0.00001321,0.047380432,0,0
2,51,0.0003,0.0101,0.04655342,-0.01080822,0.00001379,0.047791616,0,0
2,52,0.0003,0.0103,0.04686007,-0.01131397,0.00001437,0.048206556,0,0
2,53,0.0003,0.0105,0.04720086,-0.01176509,0.00001498,0.048645026,0,0
2,54,0.0003,0.0107,0.0475653,-0.01217838,0.00001562,0.0490996,0,0
2,55,0.0003,0.0109,0.04792974,-0.01259166,0.00001627,0.049556129,0,0
2,56,0.0003,0.0111,0.04839796,-0.01332999,0.00001699,0.050200111,0,0
2,57,0.0003,0.0113,0.04868538,-0.01402075,0.00001768,0.050664067,0,0
2,58,0.0003,0.0115,0.04883397,-0.01466166,0.00001835,0.050987458,0,0
2,59,0.0003,0.0117,0.04898256,-0.01530257,0.00001903,0.051317247,0,0
2,60,0.0003,0.0119,0.04913115,-0.01594348,0.00001973,0.05165331,0,0
2,61,0.0003,0.0121,0.04932645,-0.01666052,0.00002045,0.05206411,0,0
2,62,0.0003,0.0123,0.04972871,-0.0177148,0.00002126,0.05278976,0,0
2,63,0.0003,0.0125,0.05013096,-0.01876907,0.00002209,0.053529348,0,0
2,64,0.0003,0.0127,0.05053321,-0.01982334,0.00002292,0.054282319,0,0
2,65,0.0003,0.0129,0.05071293,-0.02078624,0.00002372,0.054807564,0,0
2,66,0.0003,0.0131,0.05058394,-0.0216224,0.00002446,0.055011482,0,0
2,67,0.0003,0.0133,0.05045495,-0.02245856,0.00002521,0.05522761,0,0
2,68,0.0003,0.0135,0.05017837,-0.02367144,0.00002609,0.055481582,0,0
2,69,0.0003,0.0137,0.04989843,-0.0248929,0.00002699,0.055762979,0,0
2,70,0.0003,0.0139,0.04961848,-0.02611436,0.0000279,0.056070967,0,0
3,1,0.0005,0.0001,0.03726081,0.00001898,0,0.037260815,0,0
3,2,0.0005,0.0003,0.03729575,0.00006174,0.00000001,0.037295801,0,0
3,3,0.0005,0.0005,0.03735862,0.00008265,0.00000003,0.037358711,0,0
3,4,0.0005,0.0007,0.03742976,0.0001068,0.00000006,0.037429912,0,0
3,5,0.0005,0.0009,0.0375261,0.00011755,0.0000001,0.037526284,0,0
3,6,0.0005,0.0011,0.03761429,0.00011884,0.00000014,0.037614478,0,0
3,7,0.0005,0.0013,0.03773288,0.00013627,0.0000002,0.037733126,0,0
3,8,0.0005,0.0015,0.03787932,0.0001319,0.00000027,0.03787955,0,0
3,9,0.0005,0.0017,0.03804258,0.00011371,0.00000034,0.03804275,0,0
3,10,0.0005,0.0019,0.03822195,0.00009332,0.00000043,0.038222064,0,0
3,11,0.0005,0.0021,0.03841758,0.00005566,0.00000052,0.03841762,0,0
3,12,0.0005,0.0023,0.03862973,-0.0000111,0.00000063,0.038629732,0,0
3,13,0.0005,0.0025,0.03884562,-0.00011854,0.00000075,0.038845801,0,0
3,14,0.0005,0.0027,0.03904498,-0.00021774,0.00000088,0.039045587,0,0
3,15,0.0005,0.0029,0.03927511,-0.00031267,0.00000101,0.039276355,0,0
3,16,0.0005,0.0031,0.03950349,-0.00041808,0.00000116,0.039505702,0,0
3,17,0.0005,0.0033,0.03971729,-0.00055135,0.00000132,0.039721117,0,0
3,18,0.0005,0.0035,0.03994012,-0.00068556,0.00000149,0.039946003,0,0
3,19,0.0005,0.0037,0.04022911,-0.00088531,0.00000168,0.04023885,0,0
3,20,0.0005,0.0039,0.04043226,-0.00107784,0.00000187,0.040446624,0,0
3,21,0.0005,0.0041,0.0406354,-0.00127036,0.00000207,0.040655252,0,0
3,22,0.0005,0.0043,0.04083855,-0.00146288,0.00000228,0.040864743,0,0
3,23,0.0005,0.0045,0.04106429,-0.00173364,0.00000251,0.041100869,0,0
3,24,0.0005,0.0047,0.041297,-0.00202853,0.00000275,0.041346791,0,0
3,25,0.0005,0.0049,0.04152199,-0.00229257,0.000003,0.041585232,0,0
3,26,0.0005,0.0051,0.04177468,-0.00253249,0.00000326,0.041851373,0,0
3,27,0.0005,0.0053,0.04201756,-0.00275457,0.00000353,0.042107755,0,0
3,28,0.0005,0.0055,0.0422487,-0.00297091,0.00000382,0.042353028,0,0
3,29,0.0005,0.0057,0.04247984,-0.00318725,0.00000413,0.042599241,0,0
3,30,0.0005,0.0059,0.04271098,-0.00340359,0.00000444,0.04284638,0,0
3,31,0.0005,0.0061,0.04294212,-0.00361993,0.00000476,0.043094426,0,0
3,32,0.0005,0.0063,0.04317326,-0.00383627,0.00000509,0.043343366,0,0
3,33,0.0005,0.0065,0.04328346,-0.00411688,0.00000543,0.043478806,0,0
3,34,0.0005,0.0067,0.04346402,-0.00433529,0.00000579,0.043679695,0,0
3,35,0.0005,0.0069,0.04368079,-0.00452173,0.00000617,0.043914206,0,0
3,36,0.0005,0.0071,0.04389757,-0.00470817,0.00000656,0.044149332,0,0
3,37,0.0005,0.0073,0.04411434,-0.00489461,0.00000696,0.044385045,0,0
3,38,0.0005,0.0075,0.04432696,-0.0051416,0.00000737,0.044624158,0,0
3,39,0.0005,0.0077,0.0445336,-0.00547573,0.00000779,0.044868978,0,0
3,40,0.0005,0.0079,0.04474024,-0.00580986,0.00000822,0.04511589,0,0
3,41,0.0005,0.0081,0.04496454,-0.006167,0.00000867,0.045385479,0,0
3,42,0.0005,0.0083,0.04519454,-0.00653158,0.00000912,0.045664078,0,0
3,43,0.0005,0.0085,0.04542455,-0.00689616,0.00000959,0.045945041,0,0
3,44,0.0005,0.0087,0.04567639,-0.0073493,0.0000101,0.046263861,0,0
3,45,0.0005,0.0089,0.04593333,-0.00782304,0.00001063,0.04659475,0,0
3,46,0.0005,0.0091,0.04609898,-0.00827146,0.00001115,0.046835168,0,0
3,47,0.0005,0.0093,0.04625735,-0.00871787,0.00001168,0.047071687,0,0
3,48,0.0005,0.0095,0.04641572,-0.00916427,0.00001222,0.047311763,0,0
3,49,0.0005,0.0097,0.04664584,-0.0096394,0.00001277,0.047631423,0,0
3,50,0.0005,0.0099,0.04695248,-0.01014516,0.00001333,0.048036024,0,0
3,51,0.0005,0.0101,0.04725913,-0.01065091,0.00001391,0.048444476,0,0
3,52,0.0005,0.0103,0.04761996,-0.01106998,0.00001452,0.048889723,0,0
3,53,0.0005,0.0105,0.04798439,-0.01148326,0.00001515,0.049339304,0,0
3,54,0.0005,0.0107,0.04834883,-0.01189654,0.00001579,0.049790933,0,0
3,55,0.0005,0.0109,0.0487134,-0.01231024,0.00001644,0.050244774,0,0
3,56,0.0005,0.0111,0.04918788,-0.01306816,0.00001716,0.050894247,0,0
3,57,0.0005,0.0113,0.04966235,-0.01382609,0.0000179,0.05155104,0,0
3,58,0.0005,0.0115,0.04982213,-0.01447102,0.00001857,0.051881163,0,0
3,59,0.0005,0.0117,0.04997072,-0.01511193,0.00001926,0.052205778,0,0
3,60,0.0005,0.0119,0.05011931,-0.01575284,0.00001995,0.052536627,0,0
3,61,0.0005,0.0121,0.05040064,-0.01661006,0.00002071,0.053067114,0,0
3,62,0.0005,0.0123,0.05080289,-0.01766433,0.00002152,0.053786264,0,0
3,63,0.0005,0.0125,0.05120515,-0.0187186,0.00002235,0.054519294,0,0
3,64,0.0005,0.0127,0.0516074,-0.01977287,0.00002319,0.055265632,0,0
3,65,0.0005,0.0129,0.05200965,-0.02082714,0.00002404,0.056024758,0,0
3,66,0.0005,0.0131,0.05203632,-0.02172721,0.00002482,0.056390161,0,0
3,67,0.0005,0.0133,0.05184585,-0.02272029,0.00002562,0.056605686,0,0
3,68,0.0005,0.0135,0.05156591,-0.02394175,0.0000265,0.056852884,0,0
3,69,0.0005,0.0137,0.05128597,-0.02516321,0.0000274,0.057126507,0,0
3,70,0.0005,0.0139,0.05100602,-0.02638467,0.00002831,0.057426169,0,0
4,1,0.0007,0.0001,0.03718428,0.00003489,0,0.037184296,0,0
4,2,0.0007,0.0003,0.03720893,0.00009433,0.00000001,0.03720905,0,0
4,3,0.0007,0.0005,0.0372747,0.000146,0.00000003,0.037274986,0,0
4,4,0.0007,0.0007,0.03735557,0.00018813,0.00000006,0.037356044,0,0
4,5,0.0007,0.0009,0.03746514,0.00022846,0.00000009,0.037465837,0,0
4,6,0.0007,0.0011,0.03755855,0.0002263,0.00000014,0.037559232,0,0
4,7,0.0007,0.0013,0.03769068,0.00026657,0.0000002,0.037691623,0,0
4,8,0.0007,0.0015,0.03784039,0.00028721,0.00000027,0.03784148,0,0
4,9,0.0007,0.0017,0.03801912,0.00029272,0.00000034,0.038020247,0,0
4,10,0.0007,0.0019,0.03823078,0.00027328,0.00000043,0.038231757,0,0
4,11,0.0007,0.0021,0.0384395,0.00024169,0.00000052,0.03844026,0,0
4,12,0.0007,0.0023,0.03865015,0.00021196,0.00000063,0.038650731,0,0
4,13,0.0007,0.0025,0.0388708,0.00010294,0.00000075,0.038870936,0,0
4,14,0.0007,0.0027,0.03914374,0.00003925,0.00000088,0.03914376,0,0
4,15,0.0007,0.0029,0.03941386,-0.00003904,0.00000101,0.039413879,0,0
4,16,0.0007,0.0031,0.03964478,-0.0001396,0.00000116,0.039645026,0,0
4,17,0.0007,0.0033,0.03988208,-0.00027531,0.00000132,0.03988303,0,0
4,18,0.0007,0.0035,0.04016367,-0.00041561,0.00000149,0.04016582,0,0
4,19,0.0007,0.0037,0.04046185,-0.00062658,0.00000168,0.040466701,0,0
4,20,0.0007,0.0039,0.04075895,-0.00087181,0.00000187,0.040768273,0,0
4,21,0.0007,0.0041,0.0409621,-0.00106433,0.00000208,0.040975925,0,0
4,22,0.0007,0.0043,0.04116915,-0.00127038,0.00000229,0.041188746,0,0
4,23,0.0007,0.0045,0.04140186,-0.00156527,0.00000252,0.041431438,0,0
4,24,0.0007,0.0047,0.04163456,-0.00186017,0.00000276,0.041676094,0,0
4,25,0.0007,0.0049,0.04186697,-0.00215384,0.00000302,0.041922335,0,0
4,26,0.0007,0.0051,0.04210543,-0.00238328,0.00000328,0.042172826,0,0
4,27,0.0007,0.0053,0.04233657,-0.00259962,0.00000356,0.042416308,0,0
4,28,0.0007,0.0055,0.04256771,-0.00281596,0.00000385,0.04266075,0,0
4,29,0.0007,0.0057,0.04279885,-0.0030323,0.00000415,0.042906135,0,0
4,30,0.0007,0.0059,0.04302999,-0.00324864,0.00000446,0.043152447,0,0
4,31,0.0007,0.0061,0.04326113,-0.00346497,0.00000479,0.04339967,0,0
4,32,0.0007,0.0063,0.04349228,-0.00368131,0.00000512,0.0436478,0,0
4,33,0.0007,0.0065,0.04368885,-0.00391307,0.00000546,0.043863741,0,0
4,34,0.0007,0.0067,0.04390562,-0.00409951,0.00000583,0.044096592,0,0
4,35,0.0007,0.0069,0.04412239,-0.00428595,0.00000621,0.044330065,0,0
4,36,0.0007,0.0071,0.04432637,-0.00447716,0.0000066,0.044551903,0,0
4,37,0.0007,0.0073,0.04452907,-0.00466884,0.000007,0.044773163,0,0
4,38,0.0007,0.0075,0.04473176,-0.00486053,0.00000741,0.044995056,0,0
4,39,0.0007,0.0077,0.04503048,-0.00519641,0.00000784,0.045329315,0,0
4,40,0.0007,0.0079,0.04526048,-0.00556098,0.00000828,0.045600828,0,0
4,41,0.0007,0.0081,0.04549048,-0.00592556,0.00000873,0.045874786,0,0
4,42,0.0007,0.0083,0.04572048,-0.00629014,0.00000918,0.046151145,0,0
4,43,0.0007,0.0085,0.04595401,-0.006669,0.00000966,0.046435402,0,0
4,44,0.0007,0.0087,0.04621094,-0.00714273,0.00001018,0.0467597,0,0
4,45,0.0007,0.0089,0.04646787,-0.00761647,0.00001071,0.047087934,0,0
4,46,0.0007,0.0091,0.0467248,-0.00809021,0.00001125,0.047420021,0,0
4,47,0.0007,0.0093,0.0469484,-0.0085547,0.0000118,0.047721433,0,0
4,48,0.0007,0.0095,0.04710677,-0.00900111,0.00001234,0.047959022,0,0
4,49,0.0007,0.0097,0.04735155,-0.0094821,0.00001289,0.048291609,0,0
4,50,0.0007,0.0099,0.04767461,-0.00996159,0.00001346,0.048704227,0,0
4,51,0.0007,0.0101,0.04803905,-0.01037487,0.00001407,0.0491466,0,0
4,52,0.0007,0.0103,0.04840349,-0.01078815,0.00001468,0.049591149,0,0
4,53,0.0007,0.0105,0.04876793,-0.01120143,0.00001531,0.050037816,0,0
4,54,0.0007,0.0107,0.04913236,-0.01161471,0.00001596,0.050486536,0,0
4,55,0.0007,0.0109,0.04950332,-0.01204841,0.00001661,0.050948433,0,0
4,56,0.0007,0.0111,0.04997779,-0.01280634,0.00001734,0.051592459,0,0
4,57,0.0007,0.0113,0.05045227,-0.01356426,0.00001807,0.052243858,0,0
4,58,0.0007,0.0115,0.0508103,-0.01428037,0.00001879,0.052778931,0,0
4,59,0.0007,0.0117,0.05095889,-0.01492128,0.00001948,0.053098522,0,0
4,60,0.0007,0.0119,0.05110747,-0.01556219,0.00002018,0.053424295,0,0
4,61,0.0007,0.0121,0.05147483,-0.0165596,0.00002097,0.0540729,0,0
4,62,0.0007,0.0123,0.05187708,-0.01761387,0.00002178,0.054785763,0,0
4,63,0.0007,0.0125,0.05227934,-0.01866814,0.00002261,0.055512421,0,0
4,64,0.0007,0.0127,0.05268159,-0.01972241,0.00002345,0.056252319,0,0
4,65,0.0007,0.0129,0.05308384,-0.02077668,0.0000243,0.057004952,0,0
4,66,0.0007,0.0131,0.05348609,-0.02183095,0.00002517,0.057769821,0,0
4,67,0.0007,0.0133,0.05323828,-0.02298977,0.00002603,0.057990033,0,0
4,68,0.0007,0.0135,0.05308909,-0.02418912,0.00002694,0.058340081,0,0
4,69,0.0007,0.0137,0.0529399,-0.02538846,0.00002786,0.058712919,0,0
4,70,0.0007,0.0139,0.05279071,-0.0265878,0.0000288,0.059108123,0,0
5,1,0.0009,0.0001,0.03700866,0.00003728,0,0.037008679,0,0
5,2,0.0009,0.0003,0.0370752,0.00011185,0.00000001,0.037075369,0,0
5,3,0.0009,0.0005,0.0371471,0.00019852,0.00000003,0.03714763,0,0
5,4,0.0009,0.0007,0.03723231,0.00027063,0.00000006,0.037233294,0,0
5,5,0.0009,0.0009,0.037344,0.00032716,0.00000009,0.037345433,0,0
5,6,0.0009,0.0011,0.03746683,0.00038139,0.00000014,0.037468771,0,0
5,7,0.0009,0.0013,0.03757354,0.00042502,0.0000002,0.037575944,0,0
5,8,0.0009,0.0015,0.0377922,0.00045265,0.00000026,0.037794911,0,0
5,9,0.0009,0.0017,0.03798217,0.00046513,0.00000034,0.037985018,0,0
5,10,0.0009,0.0019,0.03820374,0.00050078,0.00000043,0.038207022,0,0
5,11,0.0009,0.0021,0.03842803,0.00048023,0.00000052,0.038431031,0,0
5,12,0.0009,0.0023,0.03865364,0.00042403,0.00000063,0.038655966,0,0
5,13,0.0009,0.0025,0.03889705,0.00036762,0.00000075,0.038898787,0,0
5,14,0.0009,0.0027,0.03916557,0.00030521,0.00000087,0.039166759,0,0
5,15,0.0009,0.0029,0.03947911,0.00022977,0.00000101,0.039479779,0,0
5,16,0.0009,0.0031,0.03982404,0.00013494,0.00000116,0.039824269,0,0
5,17,0.0009,0.0033,0.04010563,-0.00000536,0.00000132,0.04010563,0,0
5,18,0.0009,0.0035,0.04038723,-0.00014566,0.00000149,0.040387493,0,0
5,19,0.0009,0.0037,0.04068704,-0.00036361,0.00000168,0.040688665,0,0
5,20,0.0009,0.0039,0.04099463,-0.00061472,0.00000188,0.040999239,0,0
5,21,0.0009,0.0041,0.04128879,-0.0008583,0.00000208,0.04129771,0,0
5,22,0.0009,0.0043,0.04150672,-0.00110201,0.0000023,0.041521347,0,0
5,23,0.0009,0.0045,0.04173964,-0.00139556,0.00000253,0.041762964,0,0
5,24,0.0009,0.0047,0.04197985,-0.00164341,0.00000277,0.042012005,0,0
5,25,0.0009,0.0049,0.04221751,-0.00189243,0.00000303,0.042259903,0,0
5,26,0.0009,0.0051,0.04241315,-0.00215304,0.0000033,0.042467763,0,0
5,27,0.0009,0.0053,0.04264406,-0.00236785,0.00000358,0.042709748,0,0
5,28,0.0009,0.0055,0.04287498,-0.00258266,0.00000387,0.042952695,0,0
5,29,0.0009,0.0057,0.04310589,-0.00279747,0.00000417,0.043196569,0,0
5,30,0.0009,0.0059,0.0433368,-0.00301228,0.00000448,0.043441364,0,0
5,31,0.0009,0.0061,0.04356771,-0.00322709,0.00000481,0.043687063,0,0
5,32,0.0009,0.0063,0.04379862,-0.0034419,0.00000514,0.043933652,0,0
5,33,0.0009,0.0065,0.04403769,-0.00369553,0.0000055,0.044192478,0,0
5,34,0.0009,0.0067,0.04423923,-0.00390396,0.00000587,0.044411151,0,0
5,35,0.0009,0.0069,0.04444192,-0.00409565,0.00000625,0.044630243,0,0
5,36,0.0009,0.0071,0.04464462,-0.00428733,0.00000664,0.044850009,0,0
5,37,0.0009,0.0073,0.04484731,-0.00447902,0.00000704,0.045070421,0,0
5,38,0.0009,0.0075,0.04505001,-0.00467071,0.00000745,0.045291489,0,0
5,39,0.0009,0.0077,0.04547576,-0.00497527,0.0000079,0.04574711,0,0
5,40,0.0009,0.0079,0.04578642,-0.00531954,0.00000834,0.046094401,0,0
5,41,0.0009,0.0081,0.04601642,-0.00568412,0.00000879,0.046366153,0,0
5,42,0.0009,0.0083,0.04624643,-0.0060487,0.00000925,0.046640316,0,0
5,43,0.0009,0.0085,0.04648855,-0.00646243,0.00000973,0.046935576,0,0
5,44,0.0009,0.0087,0.04674549,-0.00693617,0.00001025,0.047257288,0,0
5,45,0.0009,0.0089,0.04700242,-0.0074099,0.00001078,0.047582918,0,0
5,46,0.0009,0.0091,0.04725935,-0.00788364,0.00001133,0.047912399,0,0
